;Unnamed: 0;order_id;quantity;item_name;choice_description;item_price
251;251;109;1;Canned Soda;[Diet Dr. Pepper];$1.09 
252;252;110;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]];$8.75 
253;253;110;1;Veggie Bowl;[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]];$8.75 
254;254;110;1;Barbacoa Bowl;[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]];$9.25 
255;255;110;1;Barbacoa Crispy Tacos;[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]];$9.25 
256;256;111;1;Chicken Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$8.75 
257;257;111;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]];$8.75 
258;258;112;1;Steak Burrito;[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream]];$8.99 
259;259;112;1;Steak Bowl;[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream]];$8.99 
260;260;113;1;Steak Bowl;[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]];$8.99 
261;261;113;1;Canned Soda;[Mountain Dew];$1.09 
262;262;114;1;Steak Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
263;263;114;1;Canned Soft Drink;[Coke];$1.25 
264;264;115;1;Steak Burrito;[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice]];$8.99 
265;265;115;1;Chips and Fresh Tomato Salsa;;$2.39 
266;266;116;1;Steak Soft Tacos;[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]];$9.25 
267;267;116;1;Chips and Fresh Tomato Salsa;;$2.95 
268;268;117;1;Barbacoa Soft Tacos;[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]];$8.99 
269;269;117;1;Chips and Guacamole;;$3.99 
270;270;118;1;Chicken Burrito;[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
271;271;118;1;Chips and Tomatillo-Green Chili Salsa;;$2.39 
272;272;119;1;Chicken Burrito;[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.49 
273;273;119;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.49 
274;274;120;1;Chicken Burrito;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]];$8.49 
275;275;120;1;Side of Chips;;$1.69 
276;276;121;1;Chicken Burrito;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream]];$8.49 
277;277;121;1;Chips and Guacamole;;$3.99 
278;278;122;1;Steak Soft Tacos;[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Lettuce]];$8.99 
279;279;122;1;Side of Chips;;$1.69 
280;280;122;1;Canned Soda;[Coca Cola];$1.09 
281;281;123;2;Steak Salad Bowl;[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Guacamole]];$23.78 
282;282;124;2;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]];$17.50 
283;283;124;1;Chips;;$2.15 
284;284;124;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]];$8.75 
285;285;125;1;Steak Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Lettuce]];$9.25 
286;286;125;1;Steak Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$9.25 
287;287;125;1;Veggie Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
288;288;125;1;Chips and Guacamole;;$4.45 
289;289;126;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]];$8.75 
290;290;126;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]];$11.25 
291;291;127;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]];$11.25 
292;292;127;1;Canned Soft Drink;[Sprite];$1.25 
293;293;128;1;Steak Soft Tacos;[Fresh Tomato Salsa, [Cheese, Sour Cream]];$9.25 
294;294;128;1;Chips and Guacamole;;$4.45 
295;295;128;1;Veggie Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice]];$11.25 
296;296;129;1;Steak Burrito;[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole]];$11.75 
297;297;129;1;Steak Burrito;[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole]];$11.75 
298;298;129;1;6 Pack Soft Drink;[Sprite];$6.49 
299;299;130;1;Steak Soft Tacos;[Tomatillo-Red Chili Salsa (Hot), Lettuce];$8.99 
300;300;130;1;Chips and Tomatillo-Red Chili Salsa;;$2.39 
301;301;131;1;Chicken Bowl;[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.49 
302;302;131;1;Chips and Fresh Tomato Salsa;;$2.39 
303;303;132;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
304;304;132;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
305;305;132;1;Chips;;$2.15 
306;306;133;1;Steak Bowl;[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]];$8.99 
307;307;133;1;Side of Chips;;$1.69 
308;308;134;1;Chicken Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]];$8.75 
309;309;134;1;Chicken Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
310;310;134;1;Chips;;$2.15 
311;311;135;1;Chips and Guacamole;;$4.45 
312;312;135;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]];$8.75 
313;313;136;1;Chicken Soft Tacos;[Tomatillo-Red Chili Salsa (Hot), Fajita Veggies];$8.49 
314;314;136;1;Steak Burrito;[Tomatillo-Green Chili Salsa (Medium), [Cheese, Lettuce]];$8.99 
315;315;137;2;Chicken Salad Bowl;[Fresh Tomato Salsa, Fajita Vegetables];$17.50 
316;316;138;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]];$8.49 
317;317;138;1;Canned Soda;[Diet Coke];$1.09 
318;318;138;1;Bottled Water;;$1.09 
319;319;139;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]];$8.75 
320;320;139;1;Canned Soft Drink;[Coke];$1.25 
321;321;139;1;Chips;;$2.15 
322;322;140;1;Steak Burrito;[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]];$11.08 
323;323;141;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.49 
324;324;141;1;Chicken Soft Tacos;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Lettuce]];$8.49 
325;325;142;1;Steak Burrito;[Roasted Chili Corn Salsa (Medium), Rice];$8.99 
326;326;142;1;Chips and Fresh Tomato Salsa;;$2.39 
327;327;143;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Rice, Cheese]];$8.75 
328;328;143;1;Chips;;$2.15 
329;329;143;1;Bottled Water;;$1.50 
330;330;144;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
331;331;144;1;Chips;;$2.15 
332;332;145;1;Chicken Soft Tacos;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.49 
333;333;145;1;Chicken Soft Tacos;[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream]];$8.49 
334;334;146;1;Barbacoa Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]];$11.75 
335;335;146;1;Steak Burrito;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]];$9.25 
336;336;147;1;Steak Bowl;[Tomatillo Red Chili Salsa, [Fajita Vegetables, Cheese, Guacamole, Lettuce]];$11.75 
337;337;147;1;Canned Soft Drink;[Coke];$1.25 
338;338;148;1;Chicken Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]];$11.25 
339;339;148;1;Chicken Burrito;[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]];$8.75 
340;340;148;1;Chips and Guacamole;;$4.45 
341;341;148;1;6 Pack Soft Drink;[Diet Coke];$6.49 
342;342;149;1;Steak Soft Tacos;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$9.25 
343;343;149;1;Chips and Fresh Tomato Salsa;;$2.95 
344;344;149;1;Chicken Soft Tacos;[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole, Lettuce]];$11.25 
345;345;149;1;Chips and Guacamole;;$4.45 
346;346;149;1;Canned Soft Drink;[Lemonade];$1.25 
347;347;149;1;Canned Soft Drink;[Sprite];$1.25 
348;348;150;1;Chicken Bowl;[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.49 
349;349;150;1;Chips and Tomatillo-Red Chili Salsa;;$2.39 
350;350;150;2;Canned Soda;[Diet Coke];$2.18 
351;351;151;1;Chicken Burrito;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]];$8.49 
352;352;151;2;Canned Soda;[Coca Cola];$2.18 
353;353;152;2;Steak Burrito;[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]];$22.16 
354;354;153;2;Chicken Soft Tacos;[Fresh Tomato Salsa, Sour Cream];$17.50 
355;355;154;1;Chicken Burrito;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$8.75 
356;356;154;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
357;357;154;1;6 Pack Soft Drink;[Coke];$6.49 
358;358;155;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]];$8.99 
359;359;155;1;Izze;[Blackberry];$3.39 
360;360;155;1;Izze;[Grapefruit];$3.39 
361;361;156;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Lettuce]];$8.99 
362;362;156;1;Chicken Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream, Lettuce]];$8.49 
363;363;157;1;Chicken Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
364;364;157;1;Chips;;$2.15 
365;365;158;1;Chicken Crispy Tacos;[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
366;366;158;1;Chips and Tomatillo Green Chili Salsa;;$2.95 
367;367;159;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]];$11.25 
368;368;159;1;Canned Soft Drink;[Diet Coke];$1.25 
369;369;160;1;Steak Burrito;[Roasted Chili Corn Salsa (Medium), [Black Beans, Cheese, Sour Cream, Lettuce]];$8.99 
370;370;160;1;Canned Soda;[Diet Coke];$1.09 
371;371;161;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]];$8.75 
372;372;161;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]];$8.75 
373;373;162;1;Carnitas Burrito;[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]];$9.25 
374;374;162;1;Chips and Fresh Tomato Salsa;;$2.95 
375;375;163;1;Barbacoa Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]];$11.75 
376;376;163;1;Bottled Water;;$1.50 
377;377;164;1;Steak Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]];$8.99 
378;378;164;1;Canned Soda;[Mountain Dew];$1.09 
379;379;165;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.25 
380;380;165;1;Canned Soft Drink;[Coke];$1.25 
381;381;165;1;Canned Soft Drink;[Coke];$1.25 
382;382;166;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]];$11.25 
383;383;166;1;Steak Burrito;[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]];$11.75 
384;384;166;1;Chips;;$2.15 
385;385;167;1;Barbacoa Burrito;[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]];$8.99 
386;386;167;1;Side of Chips;;$1.69 
387;387;168;1;Steak Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
388;388;168;1;6 Pack Soft Drink;[Diet Coke];$6.49 
389;389;169;1;Chicken Burrito;[Fresh Tomato Salsa, [Cheese, Sour Cream]];$8.75 
390;390;169;1;Steak Soft Tacos;[Fresh Tomato Salsa, [Cheese, Sour Cream]];$9.25 
391;391;170;1;Chicken Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]];$11.25 
392;392;170;1;Chips and Guacamole;;$4.45 
393;393;170;1;Canned Soft Drink;[Coke];$1.25 
394;394;171;1;Veggie Burrito;[Tomatillo Green Chili Salsa, Guacamole];$11.25 
395;395;171;1;Chips and Guacamole;;$4.45 
396;396;172;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.49 
397;397;172;1;Barbacoa Burrito;[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.99 
398;398;173;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]];$8.49 
399;399;173;1;Carnitas Bowl;[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Lettuce]];$8.99 
400;400;174;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]];$11.25 
401;401;174;1;Canned Soft Drink;[Sprite];$1.25 
402;402;175;1;Steak Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.75 
403;403;175;1;Canned Soft Drink;[Coke];$1.25 
404;404;176;1;Steak Burrito;[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]];$11.75 
405;405;176;1;Carnitas Soft Tacos;[Fresh Tomato Salsa, [Cheese, Lettuce]];$9.25 
406;406;176;1;Chips and Guacamole;;$4.45 
407;407;177;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
408;408;177;1;Chips;;$2.15 
409;409;178;3;Chicken Bowl;[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce]];$32.94 
410;410;179;1;Canned Soft Drink;[Coke];$1.25 
411;411;179;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Guacamole]];$11.25 
412;412;180;1;Steak Bowl;[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
413;413;180;1;Side of Chips;;$1.69 
414;414;180;1;Canned Soda;[Dr. Pepper];$1.09 
415;415;181;2;Chicken Bowl;[Tomatillo Red Chili Salsa];$17.50 
416;416;182;1;Chips and Guacamole;;$4.45 
417;417;182;1;6 Pack Soft Drink;[Diet Coke];$6.49 
418;418;182;1;Barbacoa Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]];$9.25 
419;419;183;1;Chicken Soft Tacos;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$8.75 
420;420;183;1;Steak Burrito;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$9.25 
421;421;184;1;Carnitas Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$9.25 
422;422;184;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Lettuce]];$8.75 
423;423;184;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
424;424;184;1;Chips;;$2.15 
425;425;184;1;Chips and Fresh Tomato Salsa;;$2.95 
426;426;185;2;Chicken Soft Tacos;[Fresh Tomato Salsa, [Sour Cream, Lettuce]];$17.50 
427;427;186;1;Chicken Soft Tacos;[[Tomatillo-Red Chili Salsa (Hot), Roasted Chili Corn Salsa (Medium)], [Guacamole, Cheese, Sour Cream]];$10.98 
428;428;186;1;Steak Bowl;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]];$11.48 
429;429;186;1;Barbacoa Crispy Tacos;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Sour Cream, Guacamole]];$11.48 
430;430;186;1;Izze;[Grapefruit];$3.39 
431;431;187;1;Steak Burrito;[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]];$8.99 
432;432;187;1;Side of Chips;;$1.69 
433;433;188;1;Carnitas Bowl;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.99 
434;434;188;1;Canned Soda;[Coca Cola];$1.09 
435;435;189;1;Veggie Burrito;[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce]];$10.98 
436;436;189;1;Nantucket Nectar;[Pomegranate Cherry];$3.39 
437;437;190;1;Steak Crispy Tacos;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Cheese, Sour Cream]];$8.99 
438;438;190;1;Canned Soda;[Dr. Pepper];$1.09 
439;439;191;1;Steak Burrito;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$9.25 
440;440;191;1;Chicken Soft Tacos;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$8.75 
441;441;192;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]];$11.25 
442;442;192;1;Chips and Guacamole;;$4.45 
443;443;192;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
444;444;192;1;Steak Bowl;[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese]];$9.25 
445;445;193;3;Bowl;[Braised Carnitas, Pinto Beans, [Sour Cream, Cheese, Cilantro-Lime Rice]];$22.20 
446;446;194;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]];$8.49 
447;447;194;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.99 
448;448;195;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$8.75 
449;449;195;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]];$8.75 
450;450;195;1;Barbacoa Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
451;451;195;1;Chicken Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]];$8.75 
452;452;195;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
453;453;195;1;Carnitas Soft Tacos;[Fresh Tomato Salsa, [Sour Cream, Lettuce]];$9.25 
454;454;195;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
455;455;195;1;Veggie Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]];$11.25 
456;456;196;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]];$8.75 
457;457;196;1;Chicken Burrito;[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]];$11.25 
458;458;196;1;Chips and Fresh Tomato Salsa;;$2.95 
459;459;196;1;Canned Soft Drink;[Coke];$1.25 
460;460;197;1;Chicken Bowl;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.49 
461;461;197;1;Side of Chips;;$1.69 
462;462;198;1;Carnitas Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
463;463;198;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
464;464;199;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]];$8.75 
465;465;199;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]];$8.75 
466;466;199;1;Chips and Guacamole;;$4.45 
467;467;200;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
468;468;200;1;Chips and Guacamole;;$3.99 
469;469;201;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]];$8.49 
470;470;201;1;Chips and Guacamole;;$3.99 
471;471;202;1;Barbacoa Bowl;[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Guacamole]];$11.48 
472;472;202;1;Side of Chips;;$1.69 
473;473;202;1;Canned Soda;[Diet Dr. Pepper];$1.09 
474;474;203;1;Chicken Soft Tacos;[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]];$11.25 
475;475;203;1;Bottled Water;;$1.50 
476;476;204;1;Chicken Burrito;[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese]];$10.58 
477;477;204;1;Side of Chips;;$1.69 
478;478;205;1;Carnitas Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$9.25 
479;479;205;1;Veggie Burrito;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
480;480;205;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]];$8.75 
481;481;205;1;Steak Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$9.25 
482;482;205;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
483;483;205;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
484;484;205;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]];$8.75 
485;485;205;1;Barbacoa Crispy Tacos;[Fresh Tomato Salsa, Guacamole];$11.75 
486;486;205;1;Chicken Burrito;[Fresh Tomato Salsa, Cheese];$8.75 
487;487;205;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]];$8.75 
488;488;205;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
489;489;205;1;Chips;;$2.15 
490;490;206;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]];$11.25 
491;491;206;1;Steak Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]];$11.75 
492;492;206;2;Canned Soft Drink;[Diet Coke];$2.50 
493;493;206;1;Chips and Guacamole;;$4.45 
494;494;207;1;Steak Soft Tacos;[Fresh Tomato Salsa, [Sour Cream, Cheese]];$9.25 
495;495;207;1;Chips and Guacamole;;$4.45 
496;496;207;1;Veggie Salad Bowl;[Fresh Tomato Salsa, [Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans]];$11.25 
497;497;208;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese]];$8.49 
498;498;208;1;Chips and Guacamole;;$3.99 
499;499;209;1;Steak Bowl;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Lettuce]];$9.25 
500;500;209;1;Steak Bowl;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]];$9.25 
501;501;210;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]];$11.25 
502;502;210;1;Barbacoa Burrito;[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]];$9.25 
503;503;211;1;Steak Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]];$11.75 
504;504;211;1;Chicken Soft Tacos;[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]];$11.25 
505;505;212;1;Canned Soft Drink;[Lemonade];$1.25 
506;506;212;2;Carnitas Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$23.50 
507;507;212;1;Canned Soft Drink;[Coke];$1.25 
508;508;213;1;Steak Burrito;[Tomatillo-Red Chili Salsa (Hot), Rice];$8.99 
509;509;213;1;Chicken Bowl;[Tomatillo-Red Chili Salsa (Hot), Rice];$8.49 
510;510;214;1;Burrito;[Adobo-Marinated and Grilled Chicken, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]];$7.40 
511;511;214;1;Burrito;[Braised Barbacoa, Vegetarian Black Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice]];$7.40 
512;512;215;1;Veggie Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce]];$8.75 
